date,open,high,low,close,volume
2/11/2011,131.8,133.28,131.77,133.11,137656300
2/14/2011,133.03,133.54,132.88,133.43,101452300
2/15/2011,133.02,133.22,132.3167,133.01,119424200
2/16/2011,133.46,134.01,133.19,133.85,130987300
2/17/2011,133.46,134.43,133.34,134.25,109751600
2/18/2011,134.37,134.69,134.06,134.53,129652800
2/22/2011,133.12,134.5615,131.47,131.83,232766100
2/23/2011,131.75,132.07,130.21,131.02,227015400
2/24/2011,130.88,131.44,129.7,130.93,260046200
2/25/2011,131.48,132.41,131.4,132.33,141469100
2/28/2011,132.82,133.32,132.38,133.15,141282500
3/1/2011,133.57,133.69,130.89,130.93,253563500
3/2/2011,130.75,131.82,130.35,131.21,200057300
3/3/2011,132.4,133.62,132.39,133.47,175890100
3/4/2011,133.37,133.63,131.6,132.47,276896300
3/7/2011,132.86,133.1594,130.735,131.43,216539600
3/8/2011,131.64,133,131.07,132.58,174388900
3/9/2011,132.32,132.8,131.6,132.39,153720600
3/10/2011,131,131.18,129.81,129.9375,300506500
3/11/2011,129.52,131.31,129.49,130.84,225278700
3/14/2011,129.99,130.48,129.06,130.05,234912000
3/15/2011,126.59,129.33,126.5,128.56,357883500
3/16/2011,128.15,128.57,125.28,126.175,464759800
3/17/2011,128,128.39,127.1,127.85,253903500
3/18/2011,128.84,128.88,127.51,127.76,229481500
3/21/2011,129.35,130.01,129.2,129.74,153776100
3/22/2011,129.72,129.89,129.17,129.29,129565900
3/23/2011,128.93,130,128.32,129.66,148170300
3/24/2011,130.4,131.09,129.67,130.9,158099900
3/25/2011,131.24,131.87,130.8921,131.3,155601000
3/28/2011,131.58,131.92,130.94,130.98,108855400
3/29/2011,130.87,131.9,130.44,131.86,129190100
3/30/2011,132.55,133.16,132.36,132.77,135610700
3/31/2011,132.6,132.96,132.45,132.59,132523500
4/1/2011,133.41,133.77,132.83,133.15,153898300
4/4/2011,133.43,133.67,132.88,133.26,100632800
4/5/2011,133,133.83,132.94,133.24,120765600
4/6/2011,133.88,134,133.12,133.66,120211800
4/7/2011,133.42,133.9775,132.66,133.32,170820700
4/8/2011,133.91,133.99,132.31,132.86,147765800
4/11/2011,133,133.45,132.14,132.46,121312800
4/12/2011,131.72,131.98,130.99,131.47,161146100
4/13/2011,132.08,132.18,130.96,131.46,161915800
4/14/2011,130.7,131.76,130.27,131.56,161094600
4/15/2011,131.8,132.37,131.41,132.04,168493800
4/18/2011,130.59,132.0301,129.51,130.56,210499300
4/19/2011,130.76,131.35,130.44,131.31,124077800
4/20/2011,132.88,133.39,132.79,133.1,155613800
4/21/2011,133.79,133.84,133.1046,133.78,136120600
4/25/2011,133.68,133.86,133.2,133.64,65231070
4/26/2011,134.05,135.06,133.91,134.791,146589400
4/27/2011,135.05,135.87,134.5,135.67,143039500
4/28/2011,135.43,136.29,135.41,136.11,124665300
4/29/2011,136.16,136.57,135.98,136.43,114919200
5/2/2011,137.07,137.18,135.95,136.22,126156800
5/3/2011,135.96,136.19,135.045,135.73,138106700
5/4/2011,135.67,135.73,134.23,134.83,182550000
5/5/2011,134.08,134.95,133.02,133.61,226718400
5/6/2011,134.94,135.63,133.22,134.2,222789900
5/9/2011,134.19,135.11,133.98,134.72,113876600
5/10/2011,135.17,136.11,135,135.87,114684600
5/11/2011,135.67,135.69,133.82,134.44,193466800
5/12/2011,134.08,135.36,133.39,135.08,170952100
5/13/2011,135.15,135.34,133.56,134.04,157362900
5/16/2011,133.56,134.61,132.97,133.19,141536500
5/17/2011,132.69,133.35,132.12,133.17,192750300
5/18/2011,133.24,134.5,132.95,134.36,134986100
5/19/2011,134.8,135.03,133.94,134.68,118653200
5/20/2011,134.33,134.6781,133.36,133.61,182411000
5/23/2011,131.98,133.6475,131.59,132.06,168345700
5/24/2011,132.44,132.73,131.7,131.95,147089300
5/25/2011,131.42,132.94,131.38,132.39,150861000
5/26/2011,132.03,133.24,131.78,133,164861400
5/27/2011,133.37,133.87,132.9588,133.51,120766100
5/31/2011,134.77,134.92,133.84,134.9,164326700
6/1/2011,134.51,134.9234,131.76,131.87,232429200
6/2/2011,131.96,132.24,130.96,131.73,200269800
6/3/2011,130.15,131.42,130.08,130.42,234411100
6/6/2011,130.09,130.36,128.87,129.045,178992100
6/7/2011,129.7,130.07,128.85,128.96,161373600
6/8/2011,128.76,129.19,128.18,128.42,197686000
6/9/2011,128.77,129.93,128.46,129.4,160664200
6/10/2011,128.85,128.93,127.26,127.6,238398200
6/13/2011,127.89,128.24,127.05,127.7,184385700
6/14/2011,128.87,129.77,128.82,129.32,160112000
6/15/2011,128.24,129.2991,126.68,127.02,300356400
6/16/2011,127.06,127.97,126.32,127.3,307669600
6/17/2011,127.93,127.94,126.62,127.05,233188200
6/20/2011,126.62,127.97,126.58,127.7,159290000
6/21/2011,128.36,129.7,127.7535,129.45,190659800
6/22/2011,129.05,129.81,128.59,128.67,176105700
6/23/2011,127.16,128.6361,126.19,128.301,333582300
6/24/2011,128.27,128.37,126.62,126.81,225779100
6/27/2011,126.89,128.43,126.64,127.94,166298800
6/28/2011,128.45,129.63,128.27,129.61,165147700
6/29/2011,130.2,130.93,129.6321,130.72,243852700
6/30/2011,131.14,132.18,130.705,131.97,215826000
7/1/2011,132.09,134.1,131.78,133.92,201919900
7/5/2011,133.78,134.08,133.39,133.81,165915500
7/6/2011,133.49,134.14,133.11,133.97,143118700
7/7/2011,135.16,135.7,134.88,135.36,169802100
7/8/2011,133.83,135.3558,133.39,134.4,193840900
7/11/2011,132.75,133.18,131.66,131.97,194942700
7/12/2011,131.69,132.78,131.36,131.4,213850000
7/13/2011,132.09,133.22,131.519,131.84,201661800
7/14/2011,132.17,132.78,130.68,130.93,225382300
7/15/2011,131.66,131.87,130.77,131.69,218171400
7/18/2011,131.08,131.28,129.63,130.61,196392500
7/19/2011,131.34,132.89,131.31,132.73,165833100
7/20/2011,133.07,133.15,132.42,132.65,135679500
7/21/2011,133.4,134.82,132.6693,134.49,248412000
7/22/2011,134.52,134.72,133.76,134.58,125200600
7/25/2011,133.3,134.49,133.16,133.83,136121900
7/26/2011,133.74,133.96,133.03,133.33,130636700
7/27/2011,132.59,132.63,130.43,130.6,247802000
7/28/2011,130.6,131.77,130.01,130.22,207285100
7/29/2011,128.91,130.55,127.9667,129.33,306481800
8/1/2011,130.84,130.96,127.53,128.78,324527900
8/2/2011,127.81,128.5,125.49,125.49,344692700
8/3/2011,125.66,126.31,123.53,126.17,370272600
8/4/2011,124.42,124.62,120.06,120.26,518984600
8/5/2011,121.76,122.07,116.86,120.08,654597400
8/8/2011,116.91,120.1218,112.02,112.26,693219500
8/9/2011,114.07,117.64,110.27,117.48,709322800
8/10/2011,115.26,116.28,111.95,112.29,620373200
8/11/2011,113.26,118.92,112.317,117.33,486869900
8/12/2011,118.4,119.215,117.28,118.12,313505600
8/15/2011,119.19,120.74,119,120.62,258268200
8/16/2011,119.47,120.69,118.31,119.59,293365600
8/17/2011,120.25,121.2,118.72,119.67,237695100
8/18/2011,116.5,119.714,113.39,114.51,510263800
8/19/2011,112.96,115.88,112.5,112.64,429789500
8/22/2011,115.17,115.23,112.41,112.73,274648000
8/23/2011,113.15,116.5665,112.58,116.44,329949100
8/24/2011,116.19,118.24,115.92,118.08,244724600
8/25/2011,118.73,119.4,115.87,116.28,311772100
8/26/2011,115.69,118.51,113.85,117.97,314263100
8/29/2011,119.56,121.43,118.0569,121.36,190421200
8/30/2011,120.83,122.43,119.26,121.68,240841400
8/31/2011,122.46,123.51,121.3,122.22,301469000
9/1/2011,122.29,123.4,120.78,120.94,254185900
9/2/2011,118.42,120.8726,117.43,117.85,255083700
9/6/2011,114.39,117.16,114.38,116.99,284868300
9/7/2011,118.76,120.34,118.36,120.29,209422800
9/8/2011,119.57,120.94,118.77,119.04,249493100
9/9/2011,117.68,119.057,115.28,115.92,379729700
9/12/2011,114.47,116.76,114.05,116.67,303936700
9/13/2011,117.05,118.18,116.22,117.74,272007100
9/14/2011,118.34,120.8,116.72,119.37,317655300
9/15/2011,120.65,121.47,119.4034,121.43,325802500
9/16/2011,121.29,121.97,120.32,121.521,283849400
9/19/2011,119.53,120.93,118.72,120.31,238772800
9/20/2011,120.82,121.99,120.01,120.17,218306000
9/21/2011,120.23,120.6,116.44,116.63,314575900
9/22/2011,113.25,114.21,111.3,112.86,512399100
9/23/2011,112.11,114.16,112.02,113.54,306050400
9/26/2011,114.61,116.4,112.98,116.24,260225400
9/27/2011,118.53,119.56,116.84,117.54,311200200
9/28/2011,117.78,118.49,114.97,115.145,286028000
9/29/2011,117.05,117.63,113.93,116.05,297617500
9/30/2011,114.45,115.45,113.07,113.15,288186000
10/3/2011,112.49,113.95,109.81,109.93,364175600
10/4/2011,108.35,112.58,107.43,112.34,458136200
10/5/2011,112.62,114.72,111.58,114.42,283424800
10/6/2011,114.36,116.66,113.51,116.49,257284700
10/7/2011,117.17,117.245,115.06,115.71,312013600
10/10/2011,117.68,119.63,117.67,119.58,230082800
10/11/2011,118.87,120.04,118.75,119.7,208660500
10/12/2011,120.6,122.14,120.33,120.75,281282700
10/13/2011,120.04,120.87,119.12,120.51,211910100
10/14/2011,121.91,122.6,121.23,122.57,211009300
10/17/2011,121.99,122.5492,119.93,120.23,201591300
10/18/2011,120.14,123.5,119.2,122.58,318038100
10/19/2011,122.38,123.08,120.71,121.13,226358600
10/20/2011,121.43,122.1,119.82,121.66,261787200
10/21/2011,123.09,124.12,122.72,123.97,278436000
10/24/2011,124.17,125.8,124.06,125.49,201385800
10/25/2011,124.89,124.95,122.78,123.049,263863000
10/26/2011,124.35,124.77,122.21,124.3,288355900
10/27/2011,127.63,129.42,124.3187,128.63,389043900
10/28/2011,128,128.85,127.8,128.6,225355000
10/31/2011,127.16,128.6239,125.32,125.5,227089700
11/1/2011,122.03,123.51,121.52,122.002,414714700
11/2/2011,123.83,124.4,122.7905,123.99,244430900
11/3/2011,125.27,126.5,123.595,126.25,285911200
11/4/2011,125.23,125.7,124.01,125.481,248817600
11/7/2011,125.39,126.39,124.2,126.26,196138000
11/8/2011,126.92,128.02,125.71,127.88,223801100
11/9/2011,124.89,125.8,122.86,123.161,336895300
11/10/2011,124.79,124.94,123.02,124.32,231584200
11/11/2011,125.83,126.99,125.79,126.66,189646000
11/14/2011,126.19,127.45,124.92,125.46,157849900
11/15/2011,125.17,126.75,124.72,126.083,184145100
11/16/2011,124.81,126.34,123.9,124.08,233674900
11/17/2011,123.85,124.16,121.23,122.105,330018400
11/18/2011,122.5,122.75,121.47,121.979,214818900
11/21/2011,120.2,120.35,118.65,119.661,225563200
11/22/2011,119.4,120.1,118.52,119.19,215944100
11/23/2011,118.07,119.19,116.56,116.56,223922900
11/25/2011,116.38,117.7,116.2,116.34,99556980
11/28/2011,119.54,120.18,118.82,119.71,209655100
11/29/2011,120.05,121,119.61,120.05,198642000
11/30/2011,123.49,125.22,119.9971,124.99,322228200
12/1/2011,124.85,125.64,124.43,124.97,176461200
12/2/2011,126.12,126.5,124.78,124.86,220616200
12/5/2011,126.84,127.18,125.44,126.22,224694600
12/6/2011,126.21,127.11,125.76,126.26,168656900
12/7/2011,125.84,127.26,124.97,126.73,236735000
12/8/2011,125.9,126.18,123.65,123.95,239940900
12/9/2011,124.51,126.37,124.4,126.05,208756200
12/12/2011,124.95,124.97,123.16,124.21,214840600
12/13/2011,124.86,125.57,122.45,123.05,244163900
12/14/2011,122.56,123.03,121.47,121.74,237546600
12/15/2011,123.03,123.2,121.99,122.185,197126700
12/16/2011,122.23,122.95,121.3,121.59,219582900
12/19/2011,122.06,122.32,120.03,120.29,182848900
12/20/2011,122.18,124.14,120.3702,123.93,224522000
12/21/2011,123.93,124.36,122.75,124.17,192853700
12/22/2011,124.63,125.4,124.2324,125.27,118942000
12/23/2011,125.67,126.43,125.41,126.39,91777140
12/27/2011,126.17,126.82,126.06,126.49,85490860
12/28/2011,126.51,126.53,124.73,124.83,118359100
12/29/2011,125.24,126.25,124.8566,126.12,123001900
12/30/2011,126.02,126.33,125.5,125.5,95270800
1/3/2012,127.76,128.38,127.43,127.495,193261900
1/4/2012,127.2,127.81,126.71,127.7,126609200
1/5/2012,127.01,128.23,126.43,128.04,172362800
1/6/2012,128.2,128.22,127.29,127.71,146255100
1/9/2012,128,128.18,127.41,128.02,99211500
1/10/2012,129.39,129.65,128.95,129.13,114618200
1/11/2012,128.73,129.37,128.52,129.2,111200000
1/12/2012,129.57,129.7,128.54,129.51,119108700
1/13/2012,128.64,129.05,127.72,128.84,179551300
1/17/2012,130.08,130.32,128.8957,129.34,131899600
1/18/2012,129.31,130.84,129.08,130.77,162889100
1/19/2012,131.22,131.57,130.8,131.46,125915600
1/20/2012,131.24,131.95,130.92,131.54,137999900
1/23/2012,131.51,132.25,130.98,131.61,129124400
1/24/2012,130.8,131.5,130.6,131.46,102628200
1/25/2012,131.26,132.87,130.75,132.56,198474400
1/26/2012,133.15,133.4,131.36,131.88,184537100
1/27/2012,131.24,132.05,131.15,131.82,135133800
1/30/2012,130.51,131.44,130.06,131.37,146731700
1/31/2012,132.02,132.18,130.68,131.32,157052600
2/1/2012,132.29,133.14,132.13,132.47,165722800
2/2/2012,132.73,133.02,132.21,132.68,112894500
2/3/2012,134,134.62,133.77,134.54,160448400
2/6/2012,133.98,134.5134,133.83,134.45,107512800
2/7/2012,134.17,135.02,133.64,134.79,135074900
2/8/2012,134.86,135.22,134.31,135.19,138423500
2/9/2012,135.41,135.59,134.56,135.36,148275000
2/10/2012,134.16,134.47,133.84,134.361,167635100
2/13/2012,135.32,135.52,134.74,135.36,115046500
2/14/2012,135,135.27,134.25,135.19,164795400
2/15/2012,135.63,135.83,134.29,134.56,194470000
2/16/2012,134.57,136.17,134.33,136.049,186151200
2/17/2012,136.52,136.6275,135.96,136.41,128799700
2/21/2012,136.73,137.05,136.05,136.47,133877900
2/22/2012,136.26,136.55,135.79,136.032,123970500
2/23/2012,135.96,136.73,135.5,136.631,137451500
2/24/2012,136.93,137.2,136.63,136.93,105423000
2/27/2012,136.02,137.53,135.8,137.16,141071900
2/28/2012,137.2,137.72,136.93,137.559,129131500
2/29/2012,137.76,138.19,136.54,137.02,185551400
3/1/2012,137.31,137.99,136.9312,137.73,144732000
3/2/2012,137.64,137.82,137,137.312,119019800
3/5/2012,137.1,137.2,136.28,136.75,140487400
3/6/2012,135.35,135.43,134.36,134.75,201735200
3/7/2012,135.06,135.91,134.93,135.69,143541400
3/8/2012,136.52,137.32,136.24,137.04,116651000
3/9/2012,137.3,137.93,137.13,137.57,122721100
3/12/2012,137.55,137.76,137.09,137.58,103860200
3/13/2012,138.32,140.13,138.09,140.062,182857500
3/14/2012,140.1,140.445,139.48,139.91,143933000
3/15/2012,140.12,140.78,139.76,140.72,164849700
3/16/2012,140.36,140.48,140,140.3,151698700
3/19/2012,140.21,141.28,140.11,140.85,125201100
3/20/2012,140.05,140.61,139.64,140.44,121615500
3/21/2012,140.52,140.65,139.92,140.21,122203000
3/22/2012,139.18,139.55,138.74,139.2,134993400
3/23/2012,139.32,139.81,138.55,139.65,120369700
3/26/2012,140.65,141.61,140.6,141.61,119364900
3/27/2012,141.74,141.83,141.08,141.17,119531100
3/28/2012,141.1,141.32,139.64,140.47,148390300
3/29/2012,139.64,140.4934,139.09,140.23,164856400
3/30/2012,140.92,141.05,140.05,140.81,135031600
4/2/2012,140.64,142.21,140.36,141.84,151572100
4/3/2012,141.64,141.8826,140.43,141.26,155694800
4/4/2012,140.22,140.339,139.34,139.86,146720500
4/5/2012,139.38,140.2,139.26,139.79,137117100
4/9/2012,138.03,139.8444,137.84,138.22,127379700
4/10/2012,137.95,138.34,135.76,135.9,235060000
4/11/2012,137.29,137.54,136.75,137,153290900
4/12/2012,137.13,138.9,137.03,138.79,153528500
4/13/2012,138.47,138.8168,137.01,137.14,168967500
4/16/2012,137.84,138.04,136.58,137.05,147646100
4/17/2012,137.84,139.36,137.698,139.082,144612500
4/18/2012,138.46,139.08,138.38,138.61,122716800
4/19/2012,138.63,139.15,137.07,137.72,198175800
4/20/2012,138.33,138.83,137.87,137.95,142743300
4/23/2012,136.54,136.91,135.94,136.79,171696900
4/24/2012,136.91,137.66,136.8,137.31,137213500
4/25/2012,138.65,139.25,138.53,139.19,150131000
4/26/2012,138.89,140.32,138.81,140.16,135323000
4/27/2012,140.58,140.79,139.8,140.39,123858100
4/30/2012,140.11,140.21,139.49,139.87,114987800
5/1/2012,139.79,141.66,139.63,140.74,138695300
5/2/2012,139.92,140.46,139.46,140.325,120969500
5/3/2012,140.34,140.45,138.99,139.25,143410300
5/4/2012,138.515,139.3012,136.92,137,193308800
5/7/2012,136.51,137.56,136.46,137.1,127621500
5/8/2012,136.28,136.77,134.92,136.55,212601600
5/9/2012,135.1,136.61,134.49,135.74,220502700
5/10/2012,136.68,136.85,135.71,136.02,149857100
5/11/2012,135.17,136.87,135.11,135.61,152972800
5/14/2012,134.31,135.6144,133.91,134.11,163101700
5/15/2012,134.02,134.81,133.13,133.34,207222100
5/16/2012,133.94,134.55,132.8,132.829,206954700
5/17/2012,132.86,133.02,130.79,130.86,247442900
5/18/2012,131.37,131.6,129.55,129.74,319312700
5/21/2012,130.16,132.02,129.95,131.97,176691800
5/22/2012,132.31,133.23,131.34,132.2,197220400
5/23/2012,131.25,132.46,129.99,132.27,204606800
5/24/2012,132.63,132.84,131.42,132.53,166970800
5/25/2012,132.48,132.85,131.78,132.1,135375800
5/29/2012,133.16,133.93,131.17,133.7,152428000
5/30/2012,132.56,133.6924,131.49,131.76,162135900
5/31/2012,131.71,132.45,130.34,131.47,195801000
6/1/2012,129.41,131.5042,128.16,128.16,253012100
6/4/2012,128.39,128.74,127.135,128.1,202287000
6/5/2012,127.85,129.26,127.78,129.07,163675900
6/6/2012,129.97,132.03,129.93,131.97,183791200
6/7/2012,133.47,133.53,131.78,132.05,184558300
6/8/2012,131.71,133.125,131.29,133.1,143424100
6/11/2012,134.17,134.25,131.28,131.415,169418700
6/12/2012,131.79,133.01,131.16,132.92,181692800
6/13/2012,132.53,133.36,131.62,132.07,171922600
6/14/2012,132.34,134,131.98,133.47,230429100
6/15/2012,133.38,134.26,133.1,134.14,168981200
6/18/2012,133.58,134.73,133.28,134.4,131131900
6/19/2012,135.08,136.25,134.3714,135.7,137142400
6/20/2012,135.71,136.1,134.27,135.48,206292700
6/21/2012,135.64,135.78,132.33,132.44,204979100
6/22/2012,133.13,133.71,132.62,133.46,129826500
6/25/2012,132.05,132.1,130.85,131.32,146245400
6/26/2012,131.7,132.38,130.93,131.98,141376200
6/27/2012,132.42,133.43,131.9667,133.173,107973200
6/28/2012,132.29,132.99,131.28,132.79,168914500
6/29/2012,135.2,136.27,134.85,136.105,211933400
7/2/2012,136.48,136.65,135.52,136.51,129022800
7/3/2012,136.48,137.51,136.34,137.412,80450170
7/5/2012,136.9,137.8,136.29,136.79,126019900
7/6/2012,135.47,135.77,134.85,135.49,151088600
7/9/2012,135.38,135.57,134.7,135.32,103692900
7/10/2012,136.01,136.23,133.68,134.14,162695900
7/11/2012,134.21,134.6,133.38,134.16,142429100
7/12/2012,133.38,134.2269,132.6,133.51,143410600
7/13/2012,133.86,135.89,133.84,135.75,129591300
7/16/2012,135.44,135.83,134.9,135.43,97407590
7/17/2012,135.97,136.64,134.55,136.36,138562200
7/18/2012,136.04,137.64,135.96,137.37,113109700
7/19/2012,137.65,138.18,137.21,137.73,129722900
7/20/2012,136.95,137.16,136.32,136.47,142808200
7/23/2012,134.47,136.3852,133.84,135.09,144742300
7/24/2012,135.19,135.25,133.03,133.925,172955200
7/25/2012,134.21,134.56,133.25,133.96,128999400
7/26/2012,135.89,136.46,135.26,136.17,156021400
7/27/2012,136.89,139.07,136.1364,138.675,236664300
7/30/2012,138.52,139.339,138.27,138.68,106708900
7/31/2012,138.49,138.87,137.71,137.71,120480100
8/1/2012,138.7,138.73,137.4,137.59,138248100
8/2/2012,136.55,137.57,135.58,136.64,198342700
8/3/2012,138.56,139.64,136.6794,139.349,157697800
8/6/2012,139.72,140.17,139.56,139.62,84837660
8/7/2012,140.18,140.92,140.03,140.32,109386200
8/8/2012,139.85,140.65,139.81,140.49,89633240
8/9/2012,140.29,140.89,140.15,140.61,90077960
8/10/2012,140.04,140.89,139.81,140.84,99716250
8/13/2012,140.6,140.84,140.04,140.77,79340450
8/14/2012,141.29,141.38,140.37,140.79,102195700
8/15/2012,140.64,141.19,140.55,140.95,70967140
8/16/2012,141.15,142.16,140.8,141.99,111930300
8/17/2012,142.23,142.3,141.86,142.18,90745600
8/20/2012,141.98,142.22,141.59,142.19,78075430
8/21/2012,142.54,143.09,141.45,141.76,105386500
8/22/2012,141.4,142.05,141.07,141.82,132911500
8/23/2012,141.47,141.48,140.44,140.665,111345400
8/24/2012,140.31,141.83,140.22,141.51,99405470
8/27/2012,141.89,142.08,141.34,141.54,68705670
8/28/2012,141.18,141.84,140.97,141.4,75590370
8/29/2012,141.52,141.89,141.12,141.51,65350640
8/30/2012,140.9,140.94,140.19,140.49,96437850
8/31/2012,141.29,141.82,140.36,141.16,151855800
9/4/2012,141.04,141.46,140.13,141.03,119428600
9/5/2012,141.09,141.47,140.63,140.91,100468100
9/6/2012,141.76,143.78,141.75,143.77,157843500
9/7/2012,144.01,144.39,143.88,144.33,107149900
9/10/2012,144.19,144.44,143.46,143.51,86192090
9/11/2012,143.6,144.37,143.56,143.91,86066160
9/12/2012,144.39,144.55,143.9,144.39,87582400
9/13/2012,144.37,147.04,143.99,146.59,225215000
9/14/2012,146.88,148.11,146.76,147.24,169526900
9/17/2012,146.94,147.19,146.37,146.74,119130200
9/18/2012,146.49,146.81,146.25,146.62,98279180
9/19/2012,146.79,147.17,146.41,146.7,128138300
9/20/2012,146.03,146.79,145.63,146.71,153842000
9/21/2012,146.64,146.67,145.81,145.87,108492000
9/24/2012,145.15,145.98,145.04,145.645,95573840
9/25/2012,145.96,146.24,144.06,144.1,134021900
9/26/2012,144.065,144.11,142.95,143.295,146254000
9/27/2012,143.89,144.97,143.51,144.64,111619000
9/28/2012,144.09,144.56,143.46,143.97,150571100
10/1/2012,144.52,145.69,144.0082,144.345,132784600
10/2/2012,144.92,145.15,143.83,144.5,113342000
10/3/2012,144.89,145.43,144.13,145.09,120993300
10/4/2012,145.64,146.34,145.44,146.125,124161400
10/5/2012,146.91,147.16,145.7,146.14,124615500
10/8/2012,145.6,146.1231,145.31,145.642,78251370
10/9/2012,145.53,145.65,144.15,144.2,148417100
10/10/2012,144.18,144.32,143.09,143.28,123812600
10/11/2012,144.28,144.49,143.327,143.36,123519600
10/12/2012,143.46,143.95,142.58,142.89,123574400
10/15/2012,143.23,144.23,142.77,144.08,107442600
10/16/2012,144.76,145.64,144.66,145.54,108483300
10/17/2012,145.64,146.32,145.42,146.2,128742200
10/18/2012,145.82,146.52,145.33,145.82,147954200
10/19/2012,145.55,145.56,143.05,143.3896,185302900
10/22/2012,143.15,143.67,142.28,143.41,125307200
10/23/2012,141.86,142.06,140.83,141.42,191886000
10/24/2012,141.93,142.1,140.8,141.02,119896700
10/25/2012,142.02,142.28,140.57,141.43,134101500
10/26/2012,141.3,141.84,140.39,141.35,9999999
10/31/2012,141.85,142.03,140.68,141.35,103228300
11/1/2012,141.65,143.01,141.52,142.83,99852090
11/2/2012,143.68,143.72,141.41,141.56,137623500
11/5/2012,141.35,142.17,140.93,141.8486,98300830
11/6/2012,142.28,143.52,142.13,142.96,106549600
11/7/2012,141.66,141.68,139.06,139.72,261905200
11/8/2012,139.7,140.41,137.93,138.04,181308400
11/9/2012,137.62,139.44,137.55,138.16,200871900
11/12/2012,138.59,138.81,137.96,138.265,97279020
11/13/2012,137.54,139.25,137.36,137.79,122785900
11/14/2012,138.21,138.43,135.62,135.9299,190230900
11/15/2012,135.98,136.4901,135.18,135.7,177905200
11/16/2012,135.9,136.64,134.7,136.37,239288900
11/19/2012,137.9,139.15,136.4057,139.13,150573800
11/20/2012,138.91,139.42,138.08,139.19,119380600
11/21/2012,139.31,139.57,139.03,139.45,81529320
11/23/2012,140.13,141.4,140.04,141.35,65409150
11/26/2012,140.65,141.3563,140.19,141.05,98114700
11/27/2012,140.91,141.39,140.24,140.33,127721800
11/28/2012,139.76,141.54,139,141.46,176211000
11/29/2012,141.99,142.51,141.37,142.12,150637600
11/30/2012,142.14,142.42,141.66,142.155,135979000
12/3/2012,142.8,142.92,141.34,141.45,124366800
12/4/2012,141.44,141.87,140.87,141.25,126605500
12/5/2012,141.37,142.16,140.37,141.5,147051900
12/6/2012,141.37,142.04,141.16,141.98,97551100
12/7/2012,142.53,142.69,141.67,142.415,108557900
12/10/2012,142.21,142.81,142.15,142.473,98322940
12/11/2012,143.06,144.11,142.99,143.44,152237700
12/12/2012,144,144.55,143.31,143.51,146713100
12/13/2012,143.42,143.83,142.275,142.63,134955200
12/14/2012,142.32,142.58,141.88,142.1051,137567300
12/17/2012,142.47,143.85,142.43,143.77,141103400
12/18/2012,144,145.5,143.79,145.37,177439600
12/19/2012,145.53,145.58,144.24,144.29,150584100
12/20/2012,144.38,145.14,143.98,145.12,167745600
12/21/2012,142.17,144.0881,141.94,142.79,244856800
12/24/2012,142.48,142.56,142.19,142.35,53874550
12/26/2012,142.64,142.71,141.35,141.75,105874900
12/27/2012,141.79,142.08,139.92,141.5616,167642200
12/28/2012,140.64,141.42,139.87,140.03,147242200
12/31/2012,139.66,142.56,139.54,142.41,243245200
1/2/2013,145.11,146.15,144.73,146.06,191654500
1/3/2013,145.99,146.37,145.34,145.7341,144662700
1/4/2013,145.97,146.61,145.67,146.37,116733500
1/7/2013,145.85,146.4442,145.43,145.9695,108835600
1/8/2013,145.71,145.91,144.98,145.5496,121122400
1/9/2013,145.87,146.32,145.64,145.92,90549270
1/10/2013,146.73,147.09,145.97,147.08,130476700
1/11/2013,147.04,147.15,146.61,147.07,113872700
1/14/2013,146.89,147.07,146.43,146.97,89485000
1/15/2013,146.29,147.21,146.2,147.07,93112030
1/16/2013,146.77,147.28,146.61,147.05,104738300
1/17/2013,147.7,148.42,147.1446,148,133440000
1/18/2013,147.97,148.49,147.43,148.33,169624700
1/22/2013,148.33,149.13,147.98,149.13,111655500
1/23/2013,149.13,149.5,148.86,149.37,103845800
1/24/2013,149.15,150.14,149.01,149.41,146135100
1/25/2013,149.88,150.25,149.3726,150.25,147134700
1/28/2013,150.29,150.33,149.51,150.07,113188900
1/29/2013,149.77,150.85,149.67,150.66,105583100
1/30/2013,150.64,150.94,149.93,150.07,137272900
1/31/2013,149.89,150.38,149.6,149.7,108420400
2/1/2013,150.65,151.42,150.39,151.24,130970600
2/4/2013,150.32,151.2679,149.43,149.535,158846000
2/5/2013,150.35,151.48,150.29,151.05,113809800
2/6/2013,150.52,151.26,150.41,151.16,138603300
2/7/2013,151.205,151.35,149.86,150.96,162368300
2/8/2013,151.22,151.89,151.22,151.8,99038790
2/11/2013,151.74,151.9,151.3938,151.77,73657420
2/12/2013,151.78,152.3,151.61,152.02,65294900
2/13/2013,152.33,152.61,151.72,152.151,82208140
2/14/2013,151.69,152.47,151.52,152.29,80238140
2/15/2013,152.43,152.59,151.55,152.11,207905700
2/19/2013,152.37,153.28,152.1629,153.25,95040860
2/20/2013,153.14,153.19,151.26,151.34,160276600
2/21/2013,150.96,151.4218,149.94,150.42,181241600
2/22/2013,151.15,151.89,150.4913,151.89,106182800
2/25/2013,152.63,152.86,149,149,237231600
2/26/2013,149.72,150.2,148.73,150.02,186261600
2/27/2013,149.89,152.33,149.76,151.91,146018400
2/28/2013,151.9,152.87,151.41,151.61,123943000
3/1/2013,151.09,152.34,150.41,152.11,170601500
3/4/2013,151.76,152.92,151.52,152.92,97326850
3/5/2013,153.66,154.7,153.64,154.29,121362700
